id,title,description,category,category_label,is_synthetic,split
1361,Publication verification pending,The paper verification request has not been updated. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train
2733,Portal record correction request,The information displayed in my account contains incorrect information. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
1848,Viva status pending,My viva voce examination has not been updated. I need confirmation of the next step.,Viva,Viva,True,test
156,Unable to complete PhD admission,My phd admission approval is showing an incorrect status. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train
305,Registration request not processed,My enrollment record has not been processed. I have completed the required registration steps.,Registration,Registration,True,train
2871,IIGRS grievance status issue,My rti-related matter is still pending. I submitted the request through the appropriate channel.,RTI_IIGRS,RTI_IIGRS,True,train
2724,Problem with profile information,My personal information in the research portal does not match my official documents. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
1568,Thesis submission record missing,The final thesis submission process requires confirmation. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,validation
1740,Problem regarding thesis evaluation,My thesis evaluation has not been updated. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
2401,Fellowship status pending,The fellowship amount requires clarification. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,validation
1577,Thesis submission record missing,My thesis submission has not been updated. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
576,Issue regarding doctoral supervision,The doctoral supervision process is causing difficulty in continuing my research. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train
2097,Full-time to part-time conversion request,My research status conversion requires approval. I need the change to be reflected in my academic record.,FT_PT_Conversion,FT_PT_Conversion,True,train
2745,Portal record correction request,The information displayed in my account contains incorrect information. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
2961,IIGRS grievance status issue,The status of my iigrs request is still pending. I submitted the request through the appropriate channel.,RTI_IIGRS,RTI_IIGRS,True,validation
2644,Research portal details need correction,My portal data is missing important information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,train
2604,Incorrect personal information in portal,My portal data shows outdated details. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
1363,Problem verifying research publication,My publication record has not been completed. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train
844,RAC meeting issue,The recommendations recorded by the rac requires review. I need the concerned office to confirm the next step.,RAC,RAC,True,test
1784,Thesis review status pending,My thesis review status appears to be delayed. My thesis has already been submitted.,Thesis_Evaluation,Thesis_Evaluation,True,train
270,Unable to complete research registration,The research enrollment process is showing an error. The required documents are already available.,Registration,Registration,True,train
630,Issue with research classes,My coursework credits are missing from my record. I have supporting records for the completed work.,Course_Work,Course_Work,True,train
1034,Research Degree Committee issue,My rdc proposal is still pending. The delay is affecting my research schedule.,RDC,RDC,True,train
287,Registration request not processed,The research enrollment process has not been updated. All requested information has been submitted.,Registration,Registration,True,validation
2365,Problem with doctoral fee,My research fee payment is not reflected. The payment was made before the deadline.,Fee,Fee,True,train
301,Problem with doctoral enrollment,My phd registration cannot be completed. The registration deadline is approaching.,Registration,Registration,True,train
1690,Issue with thesis evaluation,The thesis assessment process is still pending. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,test
2341,Fee payment not reflected,The fee transaction in the portal is not reflected. The payment was made before the deadline.,Fee,Fee,True,train
1927,Doctoral defense date not received,My doctoral defense has not been communicated. My thesis evaluation has already progressed.,Viva,Viva,True,train
3181,Other research administration issue,My research administration matter has not received a response. I would like the matter to be reviewed.,Other,Other,True,train
66,PhD admission approval delayed,My phd admission approval is still pending. I have not received any further update.,PhD_Admission,PhD_Admission,True,validation
2374,Research fee payment issue,The payment status has not been updated. The payment was made before the deadline.,Fee,Fee,True,train
891,RAC schedule not received,The research advisory committee process has not been scheduled. I submitted the relevant research documents.,RAC,RAC,True,train
1718,Delay in doctoral thesis assessment,The thesis assessment process requires clarification. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
2032,Research status conversion issue,My request for a change of research status is showing the old status. I am waiting for confirmation from the concerned office.,FT_PT_Conversion,FT_PT_Conversion,True,validation
2145,Request to change research mode,The research mode recorded in the portal requires approval. I need the change to be reflected in my academic record.,FT_PT_Conversion,FT_PT_Conversion,True,train
1408,Thesis submission not updated,My submitted thesis documents requires confirmation. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
231,Research registration pending,My enrollment record cannot be completed. I have completed the required registration steps.,Registration,Registration,True,test
504,Supervisor allocation issue,The supervisor assigned to my phd requires review. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,test
2544,Problem with monthly stipend,The fellowship record is still pending. The payment was expected for the current month.,Fellowship,Fellowship,True,test
1887,Issue with viva examination,My viva status has not been updated. My thesis evaluation has already progressed.,Viva,Viva,True,train
1938,Viva voce scheduling issue,My viva examination date has not been updated. The delay is affecting completion of my PhD.,Viva,Viva,True,train
1420,Issue with thesis submission,The doctoral thesis submission record is not visible in the portal. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
1005,Problem regarding RDC decision,The rdc approval process has not been communicated. The required research documents have already been submitted.,RDC,RDC,True,train
837,Research Advisory Committee request pending,My rac schedule has not been scheduled. I submitted the relevant research documents.,RAC,RAC,True,train
1778,Delay in doctoral thesis assessment,The status of my thesis review has not progressed. I have been waiting for the evaluation update.,Thesis_Evaluation,Thesis_Evaluation,True,train
375,Research registration pending,The registration details in the portal has not been updated. All requested information has been submitted.,Registration,Registration,True,train
1445,Problem submitting doctoral thesis,The final thesis submission process is not visible in the portal. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,validation
2259,Fee transaction issue,My research fee payment is showing as unpaid. The payment was made before the deadline.,Fee,Fee,True,test
2371,Fee payment not reflected,My research fee payment is still pending. The issue is preventing completion of the required process.,Fee,Fee,True,train
940,RAC schedule not received,The recommendations recorded by the rac has not been updated. The matter is affecting my research timeline.,RAC,RAC,True,test
1322,Research paper verification issue,My research article verification has not been completed. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,validation
2216,Fee payment not reflected,My doctoral fee record is still pending. The issue is preventing completion of the required process.,Fee,Fee,True,train
752,Course work marks not reflected,My coursework credits are missing from my record. The concerned course has already been completed.,Course_Work,Course_Work,True,train
100,Admission application not updated,My phd admission approval has not moved to the next stage. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,test
3022,General research grievance,My research administration matter requires clarification. I would like the matter to be reviewed.,Other,Other,True,test
867,Problem with RAC proceedings,The recommendations recorded by the rac has not been communicated. I have completed the required preparation.,RAC,RAC,True,train
911,Research Advisory Committee request pending,My rac schedule needs clarification. I submitted the relevant research documents.,RAC,RAC,True,train
1526,Problem submitting doctoral thesis,The final thesis submission process has not been acknowledged. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,train
530,Supervisor details not updated,My supervision arrangement requires review. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train
1261,Research paper verification issue,My research article verification requires clarification. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,train
2918,RTI matter not updated,My rti-related matter has not been updated. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
637,Course work credit issue,My coursework completion status are still pending. I have supporting records for the completed work.,Course_Work,Course_Work,True,test
1270,Research paper verification issue,The verification of my published paper has not been completed. The delay is affecting my research documentation.,Publication_Verification,Publication_Verification,True,validation
186,PhD admission application pending,My phd admission approval has not been updated. I submitted all required documents on time.,PhD_Admission,PhD_Admission,True,test
1371,Publication verification pending,My research publication verification has not been updated. The delay is affecting my research documentation.,Publication_Verification,Publication_Verification,True,train
1619,Thesis review status pending,My thesis review status has not been updated. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
932,RAC approval pending,My rac schedule needs clarification. I submitted the relevant research documents.,RAC,RAC,True,train
1912,Issue with viva examination,My doctoral defense requires clarification. My thesis evaluation has already progressed.,Viva,Viva,True,validation
2454,Research fellowship issue,The fellowship record has not been updated. I have not received any update from the concerned office.,Fellowship,Fellowship,True,train
1610,Thesis evaluation not updated,My thesis review status appears to be delayed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
2563,Research fellowship issue,My monthly stipend is still pending. The previous payments were processed normally.,Fellowship,Fellowship,True,train
1274,Paper verification request delayed,The publication documents submitted for verification has not been processed. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,validation
2213,Research fee payment issue,The fee transaction in the portal appears to contain an incorrect amount. The issue is preventing completion of the required process.,Fee,Fee,True,train
608,Course work registration problem,My registered research courses are still pending. I need the academic record corrected.,Course_Work,Course_Work,True,test
1554,Problem submitting doctoral thesis,The doctoral thesis submission record is still pending. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
152,PhD admission application pending,My doctoral admission application is awaiting verification. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
2515,Fellowship payment record incorrect,My pending stipend is showing an incorrect status. The previous payments were processed normally.,Fellowship,Fellowship,True,train
2293,Payment record not updated,My semester research fee has not been updated. I have the transaction details available.,Fee,Fee,True,train
732,Issue with research classes,My registered research courses are still pending. I need the academic record corrected.,Course_Work,Course_Work,True,train
1547,Thesis submission process delayed,My submitted thesis documents has not been updated. The submission deadline has already passed.,Thesis_Submission,Thesis_Submission,True,train
1843,Viva examination not scheduled,My viva voce examination requires clarification. The delay is affecting completion of my PhD.,Viva,Viva,True,train
2913,IIGRS grievance status issue,My rti-related matter has not been updated. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,train
24,Admission application not updated,My phd admission approval is awaiting verification. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
1915,Viva status pending,My viva voce examination requires clarification. The delay is affecting completion of my PhD.,Viva,Viva,True,train
159,PhD admission approval delayed,The admission status in the research portal has not been approved. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,validation
862,Issue regarding RAC meeting,The recommendations recorded by the rac has not been scheduled. I have completed the required preparation.,RAC,RAC,True,train
1695,Thesis review status pending,The thesis assessment process has not been completed. I have been waiting for the evaluation update.,Thesis_Evaluation,Thesis_Evaluation,True,train
903,RAC meeting issue,My rac schedule is still pending. I need the concerned office to confirm the next step.,RAC,RAC,True,test
2673,Research portal details need correction,My personal information in the research portal contains incorrect information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,train
1231,Research paper verification issue,The verification of my published paper is still pending. I have already provided the required evidence.,Publication_Verification,Publication_Verification,True,train
2412,Fellowship status pending,The fellowship record requires clarification. The previous payments were processed normally.,Fellowship,Fellowship,True,train
445,Supervisor assignment pending,My supervision arrangement is causing difficulty in continuing my research. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train
3132,Research administration problem,My doctoral administrative problem is still pending. I have submitted the relevant documents.,Other,Other,True,train
755,Course work status not updated,My research coursework are not reflected correctly. The issue is affecting my research progress.,Course_Work,Course_Work,True,test
924,RAC schedule not received,The research advisory committee process is still pending. I submitted the relevant research documents.,RAC,RAC,True,train
3168,Issue not covered by listed categories,My research-related request has not been resolved. I have already contacted the concerned office.,Other,Other,True,train
2251,Fee payment not reflected,My doctoral fee record has not been updated. The amount was already paid successfully.,Fee,Fee,True,train
312,Unable to complete research registration,The registration details in the portal is not reflecting the submitted information. The required documents are already available.,Registration,Registration,True,validation
1376,Publication verification pending,The verification of my published paper has not been completed. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,train
549,Supervisor allocation issue,My research supervisor allocation requires review. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,validation
2666,Incorrect doctoral record,My research record in the portal has not been corrected. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,test
3141,General doctoral process grievance,A university research office matter has not received a response. I have submitted the relevant documents.,Other,Other,True,train
307,Research registration pending,My registration request has not been processed. The required documents are already available.,Registration,Registration,True,train
288,Unable to complete research registration,My phd registration is still pending. The registration deadline is approaching.,Registration,Registration,True,test
695,Course work status not updated,My research coursework are missing from my record. The concerned course has already been completed.,Course_Work,Course_Work,True,train
309,Problem with doctoral enrollment,My doctoral registration status is not reflecting the submitted information. All requested information has been submitted.,Registration,Registration,True,validation
2721,Research portal details need correction,The information displayed in my account contains incorrect information. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
2403,Research fellowship issue,My pending stipend has not been credited. The payment was expected for the current month.,Fellowship,Fellowship,True,validation
750,Course work registration problem,My research coursework have not been updated. I completed the required academic activities.,Course_Work,Course_Work,True,train
1654,Problem regarding thesis evaluation,The status of my thesis review is still pending. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,validation
2298,Fee transaction issue,My doctoral fee record appears to contain an incorrect amount. I have the transaction details available.,Fee,Fee,True,train
1744,Issue with thesis evaluation,My thesis evaluation record requires clarification. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
1466,Thesis submission record missing,The doctoral thesis submission record is showing an incorrect status. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train
909,RAC approval pending,The research advisory committee process has not been communicated. I need the concerned office to confirm the next step.,RAC,RAC,True,validation
87,PhD admission approval delayed,My admission documents is showing an incorrect status. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train
2542,Fellowship payment record incorrect,The fellowship amount is showing an incorrect status. The payment was expected for the current month.,Fellowship,Fellowship,True,train
2363,Research fee status pending,The payment status appears to contain an incorrect amount. I need the fee record corrected.,Fee,Fee,True,train
2663,Incorrect doctoral record,My personal information in the research portal needs to be updated. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
971,RAC meeting issue,The research advisory committee process has not been communicated. I have been waiting for an official update.,RAC,RAC,True,validation
14,PhD admission application pending,My admission documents is still pending. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train
874,RAC approval pending,My rac schedule is still pending. I need the concerned office to confirm the next step.,RAC,RAC,True,train
809,Research Advisory Committee request pending,My rac meeting has not been communicated. I have completed the required preparation.,RAC,RAC,True,train
2751,Incorrect personal information in portal,My personal information in the research portal is missing important information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,test
515,Supervisor assignment pending,The supervisor assigned to my phd is causing difficulty in continuing my research. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,validation
2576,Problem with monthly stipend,The fellowship amount requires clarification. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
410,Issue regarding doctoral supervision,The doctoral supervision process is causing difficulty in continuing my research. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train
1625,Issue with thesis evaluation,My thesis evaluation has not been updated. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
1338,Publication verification not completed,The verification of my published paper has not been processed. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train
2418,Research fellowship issue,My pending stipend is still pending. The payment was expected for the current month.,Fellowship,Fellowship,True,train
1510,Thesis submission not updated,My thesis upload is showing an incorrect status. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
1415,Thesis submission record missing,My thesis upload has not been updated. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,train
1553,Issue with thesis submission,My thesis submission is not visible in the portal. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,train
2283,Fee payment not reflected,My doctoral fee record appears to contain an incorrect amount. I need the fee record corrected.,Fee,Fee,True,train
383,Registration status not updated,The registration details in the portal cannot be completed. The required documents are already available.,Registration,Registration,True,validation
1815,Issue with viva examination,The defense process is awaiting confirmation. The delay is affecting completion of my PhD.,Viva,Viva,True,train
2340,Research fee status pending,My doctoral fee record is showing as unpaid. The amount was already paid successfully.,Fee,Fee,True,test
1678,Issue with thesis evaluation,My thesis review status is still pending. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,train
1534,Thesis submission process delayed,My thesis upload has not been updated. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
2786,Incorrect personal information in portal,The information displayed in my account shows outdated details. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train
2091,Request to change research mode,My request for a change of research status requires approval. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,train
1566,Problem submitting doctoral thesis,The thesis submission status has not been updated. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train
1394,Publication verification pending,My research article verification is awaiting verification. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,validation
553,Supervisor assignment pending,My research supervisor allocation has not been updated. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,validation
223,PhD registration issue,My doctoral registration status has not been updated. The required documents are already available.,Registration,Registration,True,train
1790,Thesis evaluation not updated,The evaluation of my doctoral thesis has not been completed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,validation
1097,RDC proposal status not updated,The rdc decision has not progressed. I have been waiting for the committee's decision.,RDC,RDC,True,train
2772,Research portal details need correction,My research record in the portal is missing important information. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
9,Problem during doctoral admission,The doctoral admission process is showing an incorrect status. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
2652,Portal record correction request,My research record in the portal needs to be updated. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
317,PhD registration issue,The research enrollment process has not been updated. The registration deadline is approaching.,Registration,Registration,True,train
1329,Publication verification not completed,The publication documents submitted for verification has not been updated. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,train
428,Issue regarding doctoral supervision,My supervision arrangement requires review. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,test
1732,Delay in doctoral thesis assessment,The thesis assessment process has not been completed. I have been waiting for the evaluation update.,Thesis_Evaluation,Thesis_Evaluation,True,train
106,PhD admission application pending,The admission status in the research portal is awaiting verification. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
2776,Research portal data correction,My research record in the portal has not been corrected. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train
143,Problem during doctoral admission,My doctoral admission application is still pending. I have already completed the required admission steps.,PhD_Admission,PhD_Admission,True,train
122,PhD admission application pending,My doctoral admission application has not moved to the next stage. I have already completed the required admission steps.,PhD_Admission,PhD_Admission,True,test
3041,Other research administration issue,A university research office matter requires clarification. I am requesting appropriate guidance on the next step.,Other,Other,True,train
3056,Other research administration issue,My research administration matter has not been resolved. I have submitted the relevant documents.,Other,Other,True,test
1190,Issue with RDC review,The status of my rdc case has not progressed. I have been waiting for the committee's decision.,RDC,RDC,True,train
2113,Full-time to part-time conversion request,My research status conversion is still pending. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,train
3080,Other research administration issue,A university research office matter has not received a response. I have already contacted the concerned office.,Other,Other,True,train
1579,Thesis submission record missing,The doctoral thesis submission record is not visible in the portal. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train
116,Admission application not updated,My phd admission approval has not moved to the next stage. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
1621,Thesis evaluation delayed,The thesis assessment process has not been completed. My thesis has already been submitted.,Thesis_Evaluation,Thesis_Evaluation,True,validation
2885,IIGRS grievance status issue,The status of my iigrs request has not been processed. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,validation
2294,Research fee status pending,My doctoral fee record is not reflected. The issue is preventing completion of the required process.,Fee,Fee,True,train
2987,Problem with RTI/IIGRS submission,The rti request submitted through the concerned process is awaiting action. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,validation
3144,Research administration problem,An issue related to my doctoral process is still pending. I would like the matter to be reviewed.,Other,Other,True,train
1841,Viva status pending,The defense process has not been updated. The delay is affecting completion of my PhD.,Viva,Viva,True,train
2357,Problem with doctoral fee,The payment status appears to contain an incorrect amount. I need the fee record corrected.,Fee,Fee,True,test
673,Course work marks not reflected,The coursework classes have not been updated. The concerned course has already been completed.,Course_Work,Course_Work,True,validation
1651,Delay in doctoral thesis assessment,The thesis assessment process is still pending. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
1878,Issue with viva examination,My viva status has not been scheduled. The delay is affecting completion of my PhD.,Viva,Viva,True,train
1746,Thesis review status pending,The status of my thesis review has not progressed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
592,Problem with research supervisor,My supervision arrangement is causing difficulty in continuing my research. I need clarification before proceeding with my research.,Supervisor_Related,Supervisor_Related,True,train
1906,Viva status pending,My viva examination date has not been scheduled. My thesis evaluation has already progressed.,Viva,Viva,True,train
889,RAC meeting issue,My rac meeting is still pending. I have completed the required preparation.,RAC,RAC,True,train
2687,Incorrect personal information in portal,The information displayed in my account shows outdated details. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,train
1578,Thesis submission status pending,The doctoral thesis submission record has not been acknowledged. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,train
2090,Request to change research mode,My research status conversion requires approval. I submitted the required application.,FT_PT_Conversion,FT_PT_Conversion,True,train
214,Registration request not processed,My registration request cannot be completed. The registration deadline is approaching.,Registration,Registration,True,train
779,Course work credit issue,My research coursework cannot be completed due to a portal issue. The issue is affecting my research progress.,Course_Work,Course_Work,True,train
2921,Problem with RTI/IIGRS submission,My rti/iigrs case is still pending. I submitted the request through the appropriate channel.,RTI_IIGRS,RTI_IIGRS,True,train
1449,Problem submitting doctoral thesis,My thesis submission requires confirmation. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,train
1922,Viva status pending,My viva status requires clarification. I need confirmation of the next step.,Viva,Viva,True,train
801,RAC schedule not received,My rac approval needs clarification. I have completed the required preparation.,RAC,RAC,True,train
2649,Incorrect personal information in portal,The information displayed in my account contains incorrect information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,test
1667,Thesis review status pending,My thesis evaluation has not been completed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
1757,Delay in doctoral thesis assessment,The evaluation of my doctoral thesis has not progressed. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,test
2442,Problem with monthly stipend,The fellowship record has not been updated. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
2842,Issue related to RTI request,My rti-related matter has not received a response. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
1742,Thesis evaluation delayed,My thesis review status has not been updated. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
2895,Problem with RTI/IIGRS submission,My iigrs grievance is awaiting action. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
1344,Research paper verification issue,The publication documents submitted for verification is still pending. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train
274,Research registration pending,My phd registration is not reflecting the submitted information. The required documents are already available.,Registration,Registration,True,test
72,Admission application not updated,The doctoral admission process is showing an incorrect status. I submitted all required documents on time.,PhD_Admission,PhD_Admission,True,train
721,Course work registration problem,My coursework credits are missing from my record. I have supporting records for the completed work.,Course_Work,Course_Work,True,train
1088,RDC meeting request pending,The rdc decision is still pending. I have been waiting for the committee's decision.,RDC,RDC,True,validation
395,Research registration pending,My enrollment record has not been processed. I need the registration to be completed for my research work.,Registration,Registration,True,test
584,Supervisor allocation issue,The supervisor assigned to my phd is causing difficulty in continuing my research. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train
2060,Request to change research mode,My research status conversion has not been updated. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,train
2156,Research status conversion issue,My full-time to part-time conversion application is still pending. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,train
2162,Request to change research mode,My research status conversion needs clarification. I submitted the required application.,FT_PT_Conversion,FT_PT_Conversion,True,test
501,Request for supervisor change,The supervisor assigned to my phd has not been updated. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,train
2175,Part-time conversion pending,My full-time to part-time conversion application is showing the old status. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,train
2377,Fee payment not reflected,The fee transaction in the portal is showing as unpaid. I have the transaction details available.,Fee,Fee,True,train
3177,General doctoral process grievance,My research administration matter has not received a response. I would like the matter to be reviewed.,Other,Other,True,train
2925,Issue related to RTI request,My iigrs grievance has not been processed. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,validation
2219,Problem with doctoral fee,The fee transaction in the portal has not generated a receipt. The issue is preventing completion of the required process.,Fee,Fee,True,validation
1260,Publication verification pending,My research article verification requires clarification. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train
2902,RTI matter not updated,My iigrs grievance has not received a response. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,train
2081,Problem with research status conversion,My research status conversion is showing the old status. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,train
206,PhD registration issue,My enrollment record is not reflecting the submitted information. The registration deadline is approaching.,Registration,Registration,True,train
734,Course work marks not reflected,The coursework classes are missing from my record. I have supporting records for the completed work.,Course_Work,Course_Work,True,train
2398,Fee transaction issue,The payment status has not been updated. I need the fee record corrected.,Fee,Fee,True,train
527,Supervisor details not updated,My request for a supervisor change has not been finalized. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train
1587,Thesis submission record missing,My thesis upload requires confirmation. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train
899,RAC schedule not received,The next rac meeting has not been scheduled. The matter is affecting my research timeline.,RAC,RAC,True,train
378,Research registration pending,My phd registration has not been updated. I need the registration to be completed for my research work.,Registration,Registration,True,train
2463,Fellowship payment delayed,The fellowship record is showing an incorrect status. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,test
2862,Problem with RTI/IIGRS submission,The status of my iigrs request has not been updated. I am waiting for an official response.,RTI_IIGRS,RTI_IIGRS,True,train
2941,Issue related to RTI request,My rti/iigrs case has not been updated. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,test
387,Unable to complete research registration,My enrollment record is not reflecting the submitted information. The registration deadline is approaching.,Registration,Registration,True,validation
199,Admission application not updated,My doctoral admission application has not been updated. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
1051,RDC meeting request pending,The status of my rdc case has not progressed. I have been waiting for the committee's decision.,RDC,RDC,True,validation
591,Supervisor details not updated,The supervisor information in the portal is causing difficulty in continuing my research. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,train
520,Supervisor details not updated,My research supervisor allocation requires review. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,test
2164,Part-time conversion pending,My full-time to part-time conversion application needs clarification. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,validation
2184,Full-time part-time status change,My research status conversion has not been updated. I am waiting for confirmation from the concerned office.,FT_PT_Conversion,FT_PT_Conversion,True,train
430,Supervisor allocation issue,My supervision arrangement needs correction. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,train
1084,RDC approval pending,The rdc approval process has not been updated. I have been waiting for the committee's decision.,RDC,RDC,True,train
208,Unable to complete research registration,The registration details in the portal has not been processed. The registration deadline is approaching.,Registration,Registration,True,validation
492,Supervisor allocation issue,The doctoral supervision process needs correction. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,train
2336,Research fee payment issue,The payment status has not generated a receipt. I have the transaction details available.,Fee,Fee,True,train
3105,General doctoral process grievance,My research administration matter does not fit the available grievance categories. I have submitted the relevant documents.,Other,Other,True,train
